Workspace.Military.Rocket Factory.Bruno.HumanoidRootPart.Shoot	SoundId=rbxassetid://2047319236
ReplicatedStorage.Benches.Military Boat.Default.Main.Nudge	SoundId=rbxassetid://9119671076
ReplicatedStorage.Benches.Power Button.Default.Main.Press	SoundId=rbxassetid://9119730203
ReplicatedStorage.Benches.Jukebox.Default.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Door Button.Default.Main.Press	SoundId=rbxassetid://9119730203
ReplicatedStorage.Benches.Locked Steel Crate.Default.Main.ChainBreak	SoundId=rbxassetid://9113757040
ReplicatedStorage.Benches.Locked Steel Crate.Default.Main.ChainRattle	SoundId=rbxassetid://9113763639
ReplicatedStorage.Benches.Purple Keycard Door.Default.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Purple Keycard Door.Default.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Sleeping Bag.Chocolate.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Big Pillow.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Spooky.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Prismatic.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Default.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Voxel.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.UwU.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Santa.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Fruit.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Cucumber John.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Sleeping Bag.Shark.Main.Place	SoundId=rbxassetid://9119069007
ReplicatedStorage.Benches.Wooden Spikes.Default.Main.Place	SoundId=rbxassetid://9114558729
ReplicatedStorage.Benches.Floor Grill.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Floor Grill.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Floor Grill.Default.Main.Open	SoundId=rbxassetid://9116718239
ReplicatedStorage.Benches.Floor Grill.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Floor Grill.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Salvaged Metal Door.Graffiti.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Salvaged Metal Door.Graffiti.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Salvaged Metal Door.Graffiti.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Salvaged Metal Door.Graffiti.Main.Open	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Salvaged Metal Door.Graffiti.Main.Close	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Salvaged Metal Door.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Salvaged Metal Door.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Salvaged Metal Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Salvaged Metal Door.Default.Main.Open	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Salvaged Metal Door.Default.Main.Close	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Salvaged Metal Door.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Salvaged Metal Door.Visions.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Salvaged Metal Door.Visions.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Salvaged Metal Door.Visions.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Salvaged Metal Door.Visions.Main.Open	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Salvaged Metal Door.Visions.Main.Close	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Door.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Door.Default.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Door.Default.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Door.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Door.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Steel Door.Galactic.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Door.Galactic.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Door.Galactic.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Door.Galactic.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Door.Galactic.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Door.Galactic.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Steel Door.Tyrant.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Door.Tyrant.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Door.Tyrant.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Door.Tyrant.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Door.Tyrant.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Door.Tyrant.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Steel Door.Duck.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Door.Duck.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Door.Duck.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Door.Duck.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Door.Duck.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Door.Duck.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Steel Door.Christmas Tree.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Door.Christmas Tree.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Door.Christmas Tree.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Door.Christmas Tree.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Door.Christmas Tree.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Door.Christmas Tree.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Petroleum Refinery.Default.FirePart.ParticleHolder.On	SoundId=rbxassetid://9112839813
ReplicatedStorage.Benches.Fire Barrel.Default.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Corn Plant Seed.Default.Plant.Place	SoundId=rbxassetid://9114098785
ReplicatedStorage.Benches.Shredder.Default.Main.ParticleHolder.On	SoundId=rbxassetid://9112919269
StarterPlayer.StarterPlayerScripts.WeatherController.Ambience.Day	SoundId=rbxassetid://9112738322
StarterPlayer.StarterPlayerScripts.WeatherController.Ambience.Night	SoundId=rbxassetid://179507208
StarterPlayer.StarterPlayerScripts.WeatherController.Ambience.Desert	SoundId=rbxassetid://9112768313
StarterPlayer.StarterPlayerScripts.WeatherController.Ambience.Tundra	SoundId=rbxassetid://6670092634
StarterPlayer.StarterPlayerScripts.WeatherController.Ambience.Rain	SoundId=rbxassetid://9112854440
SoundService.Hit	SoundId=rbxassetid://160432334
SoundService.HitHead	SoundId=rbxassetid://988593556
SoundService.Notification1	SoundId=rbxassetid://6647897822
SoundService.WireCutters	SoundId=rbxassetid://9125934073
SoundService.ChristmasBells	SoundId=rbxassetid://121739625007043
SoundService.OLDExplosionReverb.Rocket	SoundId=rbxassetid://9114362264
SoundService.OLDExplosionReverb.Rocket	SoundId=rbxassetid://9114362264
